% Usage, time(24h)
 0.708413141757,2022-06-07 12:56:08.358123
 0.766333248456,2022-06-07 12:56:08.858510
 0.769263730045,2022-06-07 12:56:09.358399
 0.770864413266,2022-06-07 12:56:09.858358
 0.770864413266,2022-06-07 12:56:10.358514
 0.770864413266,2022-06-07 12:56:10.858546
 0.770864413266,2022-06-07 12:56:11.358809
 0.790589755726,2022-06-07 12:56:11.858584
 0.793840373959,2022-06-07 12:56:12.358912
 0.793840373959,2022-06-07 12:56:12.858531
 0.795465683076,2022-06-07 12:56:13.358847
 0.795465683076,2022-06-07 12:56:13.858506
 0.799701337137,2022-06-07 12:56:14.358564
 0.801326646253,2022-06-07 12:56:14.858599
 0.801326646253,2022-06-07 12:56:15.358569
 0.804035494781,2022-06-07 12:56:15.858513
 0.811423263493,2022-06-07 12:56:16.358530
 0.813048572609,2022-06-07 12:56:16.858548
 0.813048572609,2022-06-07 12:56:17.358500
 0.813048572609,2022-06-07 12:56:17.873044
 0.814673881726,2022-06-07 12:56:18.358477
 0.814673881726,2022-06-07 12:56:18.858517
 0.814673881726,2022-06-07 12:56:19.358520
 0.814673881726,2022-06-07 12:56:19.858592
 0.816299190842,2022-06-07 12:56:20.358626
 0.816299190842,2022-06-07 12:56:20.858546
 0.816299190842,2022-06-07 12:56:21.358541
 0.817924499959,2022-06-07 12:56:21.858544
 0.827676354658,2022-06-07 12:56:22.358552
 0.827676354658,2022-06-07 12:56:22.858575
 0.829301663775,2022-06-07 12:56:23.358396
 0.829301663775,2022-06-07 12:56:23.858530
 0.829301663775,2022-06-07 12:56:24.358511
 0.829301663775,2022-06-07 12:56:24.858200
 0.830926972891,2022-06-07 12:56:25.358516
 0.830926972891,2022-06-07 12:56:25.858600
 0.830926972891,2022-06-07 12:56:26.358531
 0.830926972891,2022-06-07 12:56:26.858523
 0.832552282008,2022-06-07 12:56:27.358518
 0.832552282008,2022-06-07 12:56:27.874663
 0.832552282008,2022-06-07 12:56:28.358653
 0.834177591124,2022-06-07 12:56:28.858482
 0.834177591124,2022-06-07 12:56:29.358501
 0.834177591124,2022-06-07 12:56:29.858380
 0.834177591124,2022-06-07 12:56:30.358605
 0.835802900241,2022-06-07 12:56:30.858443
 0.835802900241,2022-06-07 12:56:31.358474
 0.835802900241,2022-06-07 12:56:31.858463
 0.837428209358,2022-06-07 12:56:32.358461
 0.837428209358,2022-06-07 12:56:32.858632
 0.837428209358,2022-06-07 12:56:33.358512
 0.837428209358,2022-06-07 12:56:33.858559
 0.839053518474,2022-06-07 12:56:34.358508
 0.839053518474,2022-06-07 12:56:34.858418
 0.840678827591,2022-06-07 12:56:35.358435
 0.840678827591,2022-06-07 12:56:35.858638
