% Usage, time(24h)
 0.3882026199,2022-06-07 11:04:01.859036
 0.388325749378,2022-06-07 11:04:02.358517
 0.388325749378,2022-06-07 11:04:02.858872
 0.388325749378,2022-06-07 11:04:03.358880
 0.388325749378,2022-06-07 11:04:03.858878
 0.388325749378,2022-06-07 11:04:04.358904
 0.388325749378,2022-06-07 11:04:04.858874
 0.388325749378,2022-06-07 11:04:05.358896
 0.388325749378,2022-06-07 11:04:05.858692
 0.388325749378,2022-06-07 11:04:06.358831
 0.388325749378,2022-06-07 11:04:06.858851
 0.388325749378,2022-06-07 11:04:07.358548
 0.388325749378,2022-06-07 11:04:07.858500
 0.388325749378,2022-06-07 11:04:08.358412
 0.388325749378,2022-06-07 11:04:08.858112
 0.388325749378,2022-06-07 11:04:09.358836
 0.388325749378,2022-06-07 11:04:09.858916
 0.388325749378,2022-06-07 11:04:10.358912
 0.388325749378,2022-06-07 11:04:10.858871
 0.388325749378,2022-06-07 11:04:11.358113
 0.388325749378,2022-06-07 11:04:11.858633
 0.388325749378,2022-06-07 11:04:12.358399
 0.388325749378,2022-06-07 11:04:12.858837
 0.388325749378,2022-06-07 11:04:13.358875
 0.388325749378,2022-06-07 11:04:13.858861
 0.388325749378,2022-06-07 11:04:14.358495
 0.388325749378,2022-06-07 11:04:14.858400
 0.388325749378,2022-06-07 11:04:15.358358
 0.388325749378,2022-06-07 11:04:15.858119
 0.388325749378,2022-06-07 11:04:16.358477
 0.388325749378,2022-06-07 11:04:16.858518
 0.388325749378,2022-06-07 11:04:17.358463
 0.388325749378,2022-06-07 11:04:17.858474
 0.388325749378,2022-06-07 11:04:18.358423
 0.388325749378,2022-06-07 11:04:18.858497
 0.388325749378,2022-06-07 11:04:19.358536
 0.388325749378,2022-06-07 11:04:19.858525
 0.388325749378,2022-06-07 11:04:20.358831
 0.388325749378,2022-06-07 11:04:20.858567
 0.388325749378,2022-06-07 11:04:21.358522
 0.388325749378,2022-06-07 11:04:21.859380
 0.388325749378,2022-06-07 11:04:22.359798
 0.388325749378,2022-06-07 11:04:22.859831
 0.388325749378,2022-06-07 11:04:23.359845
 0.388325749378,2022-06-07 11:04:23.859432
 0.388325749378,2022-06-07 11:04:24.359811
 0.388325749378,2022-06-07 11:04:24.859334
 0.388325749378,2022-06-07 11:04:25.359798
 0.388325749378,2022-06-07 11:04:25.859433
 0.388325749378,2022-06-07 11:04:26.359812
 0.388325749378,2022-06-07 11:04:26.859546
 0.388325749378,2022-06-07 11:04:27.359821
 0.388325749378,2022-06-07 11:04:27.859341
 0.388325749378,2022-06-07 11:04:28.358699
 0.388325749378,2022-06-07 11:04:28.859437
 0.388325749378,2022-06-07 11:04:29.359600
 0.388325749378,2022-06-07 11:04:29.859384
 0.388325749378,2022-06-07 11:04:30.359434
 0.388325749378,2022-06-07 11:04:30.859400
 0.388325749378,2022-06-07 11:04:31.359498
 0.388325749378,2022-06-07 11:04:31.858515
 0.388325749378,2022-06-07 11:04:32.360020
 0.388325749378,2022-06-07 11:04:32.859315
 0.388325749378,2022-06-07 11:04:33.359358
 0.388325749378,2022-06-07 11:04:33.859448
 0.388325749378,2022-06-07 11:04:34.359494
 0.388325749378,2022-06-07 11:04:34.858404
 0.388325749378,2022-06-07 11:04:35.359376
 0.388325749378,2022-06-07 11:04:35.858515
 0.388325749378,2022-06-07 11:04:36.359520
 0.388325749378,2022-06-07 11:04:36.859451
 0.388325749378,2022-06-07 11:04:37.359633
 0.388325749378,2022-06-07 11:04:37.859481
 0.388325749378,2022-06-07 11:04:38.359803
 0.388325749378,2022-06-07 11:04:38.859387
 0.388325749378,2022-06-07 11:04:39.359363
 0.388325749378,2022-06-07 11:04:39.859463
 0.388325749378,2022-06-07 11:04:40.359368
 0.388325749378,2022-06-07 11:04:40.859368
 0.388325749378,2022-06-07 11:04:41.359791
 0.388325749378,2022-06-07 11:04:41.859809
 0.388325749378,2022-06-07 11:04:42.359451
 0.388325749378,2022-06-07 11:04:42.859471
 0.388325749378,2022-06-07 11:04:43.359466
 0.388325749378,2022-06-07 11:04:43.858551
 0.388325749378,2022-06-07 11:04:44.359753
 0.388325749378,2022-06-07 11:04:44.859473
 0.388325749378,2022-06-07 11:04:45.359801
 0.388325749378,2022-06-07 11:04:45.860033
 0.388325749378,2022-06-07 11:04:46.359390
 0.388325749378,2022-06-07 11:04:46.859758
 0.388325749378,2022-06-07 11:04:47.359568
 0.388325749378,2022-06-07 11:04:47.858845
 0.388325749378,2022-06-07 11:04:48.358583
 0.388325749378,2022-06-07 11:04:48.859488
 0.388325749378,2022-06-07 11:04:49.359473
 0.388325749378,2022-06-07 11:04:49.859295
 0.388325749378,2022-06-07 11:04:50.359878
 0.388325749378,2022-06-07 11:04:50.859742
 0.388325749378,2022-06-07 11:04:51.359349
 0.388325749378,2022-06-07 11:04:51.859317
 0.388325749378,2022-06-07 11:04:52.359359
 0.388325749378,2022-06-07 11:04:52.859523
 0.388325749378,2022-06-07 11:04:53.359573
 0.388325749378,2022-06-07 11:04:53.859410
 0.388325749378,2022-06-07 11:04:54.359855
 0.388325749378,2022-06-07 11:04:54.859506
 0.388325749378,2022-06-07 11:04:55.359353
 0.388325749378,2022-06-07 11:04:55.859334
 0.388325749378,2022-06-07 11:04:56.359446
 0.388325749378,2022-06-07 11:04:56.859546
 0.388325749378,2022-06-07 11:04:57.359566
 0.388325749378,2022-06-07 11:04:57.858635
 0.388325749378,2022-06-07 11:04:58.358651
 0.388325749378,2022-06-07 11:04:58.859227
 0.388325749378,2022-06-07 11:04:59.359611
 0.388325749378,2022-06-07 11:04:59.859974
 0.388325749378,2022-06-07 11:05:00.359569
 0.388325749378,2022-06-07 11:05:00.859592
 0.388325749378,2022-06-07 11:05:01.358858
 0.389163029832,2022-06-07 11:05:01.860036
 0.389163029832,2022-06-07 11:05:02.359551
 0.389163029832,2022-06-07 11:05:02.859931
 0.389163029832,2022-06-07 11:05:03.359621
 0.389163029832,2022-06-07 11:05:03.859476
 0.389163029832,2022-06-07 11:05:04.359801
 0.389163029832,2022-06-07 11:05:04.859541
 0.389163029832,2022-06-07 11:05:05.359379
 0.389163029832,2022-06-07 11:05:05.858612
 0.389163029832,2022-06-07 11:05:06.359611
 0.389163029832,2022-06-07 11:05:06.859376
 0.389163029832,2022-06-07 11:05:07.360517
 0.389163029832,2022-06-07 11:05:07.860355
 0.389163029832,2022-06-07 11:05:08.358619
 0.389163029832,2022-06-07 11:05:08.859513
 0.389163029832,2022-06-07 11:05:09.359596
 0.389163029832,2022-06-07 11:05:09.858910
 0.389163029832,2022-06-07 11:05:10.359592
 0.389163029832,2022-06-07 11:05:10.859327
 0.389163029832,2022-06-07 11:05:11.359840
 0.389163029832,2022-06-07 11:05:11.859324
 0.389163029832,2022-06-07 11:05:12.359024
 0.389163029832,2022-06-07 11:05:12.858424
 0.389163029832,2022-06-07 11:05:13.358646
 0.389163029832,2022-06-07 11:05:13.859187
 0.389163029832,2022-06-07 11:05:14.359490
 0.389163029832,2022-06-07 11:05:14.858653
 0.389163029832,2022-06-07 11:05:15.359958
 0.389163029832,2022-06-07 11:05:15.859823
 0.389163029832,2022-06-07 11:05:16.359544
 0.389163029832,2022-06-07 11:05:16.858771
 0.389163029832,2022-06-07 11:05:17.359731
 0.389163029832,2022-06-07 11:05:17.858451
 0.389163029832,2022-06-07 11:05:18.359191
 0.389163029832,2022-06-07 11:05:18.859429
 0.389163029832,2022-06-07 11:05:19.359540
 0.389163029832,2022-06-07 11:05:19.859750
 0.389163029832,2022-06-07 11:05:20.359794
 0.389163029832,2022-06-07 11:05:20.859817
 0.389163029832,2022-06-07 11:05:21.359819
 0.389163029832,2022-06-07 11:05:21.859365
