% Usage, time(24h)
 0.0545956107789,2022-06-07 22:20:14.817444
 0.0545956107789,2022-06-07 22:20:15.316289
 0.0545956107789,2022-06-07 22:20:15.817082
 0.0545956107789,2022-06-07 22:20:16.317037
 0.0545956107789,2022-06-07 22:20:16.816869
 0.0545956107789,2022-06-07 22:20:17.316893
 0.0545956107789,2022-06-07 22:20:17.817121
 0.0545956107789,2022-06-07 22:20:18.317083
 0.0545956107789,2022-06-07 22:20:18.816919
 0.0545956107789,2022-06-07 22:20:19.316941
 0.0545956107789,2022-06-07 22:20:19.816855
 0.0545956107789,2022-06-07 22:20:20.316946
 0.0545956107789,2022-06-07 22:20:20.816899
 0.0545956107789,2022-06-07 22:20:21.316908
 0.0545956107789,2022-06-07 22:20:21.816856
 0.0545956107789,2022-06-07 22:20:22.317022
 0.0545956107789,2022-06-07 22:20:22.816932
 0.0545956107789,2022-06-07 22:20:23.316760
 0.0545956107789,2022-06-07 22:20:23.816796
 0.0545956107789,2022-06-07 22:20:24.316821
 0.0545956107789,2022-06-07 22:20:24.816935
 0.0545956107789,2022-06-07 22:20:25.316224
 0.0545956107789,2022-06-07 22:20:25.816907
 0.0545956107789,2022-06-07 22:20:26.317035
 0.0545956107789,2022-06-07 22:20:26.816926
 0.0545956107789,2022-06-07 22:20:27.317041
 0.0545956107789,2022-06-07 22:20:27.816951
 0.0545956107789,2022-06-07 22:20:28.316979
 0.0545956107789,2022-06-07 22:20:28.816886
 0.0545956107789,2022-06-07 22:20:29.317100
 0.0545956107789,2022-06-07 22:20:29.817067
 0.0545956107789,2022-06-07 22:20:30.317026
 0.0545956107789,2022-06-07 22:20:30.816869
 0.0545956107789,2022-06-07 22:20:31.317002
 0.0545956107789,2022-06-07 22:20:31.816004
 0.0545956107789,2022-06-07 22:20:32.316041
 0.0545956107789,2022-06-07 22:20:32.816832
 0.0545956107789,2022-06-07 22:20:33.316880
 0.0545956107789,2022-06-07 22:20:33.816975
 0.0545956107789,2022-06-07 22:20:34.316217
 0.0545956107789,2022-06-07 22:20:34.816888
 0.0545956107789,2022-06-07 22:20:35.316233
 0.0545956107789,2022-06-07 22:20:35.816903
 0.0545956107789,2022-06-07 22:20:36.316845
 0.0545956107789,2022-06-07 22:20:36.816038
 0.0545956107789,2022-06-07 22:20:37.316954
 0.0545956107789,2022-06-07 22:20:37.815947
 0.0545956107789,2022-06-07 22:20:38.316854
 0.0545956107789,2022-06-07 22:20:38.816614
 0.0545956107789,2022-06-07 22:20:39.317141
 0.0545956107789,2022-06-07 22:20:39.816968
 0.0545956107789,2022-06-07 22:20:40.316867
